"SUID","@id","Betweenness","Closeness","Degree","Eigenvector","Information","LAC","name","Network","selected","shared name","stringdb::canonical name","stringdb::full name","Subgragh"
"62","stringdb:9606.ENSP00000296871","871.1966662760649","0.06265267998275614","77.0","0.09202735126018524","8.601420402526855","38.33766233766234","9606.ENSP00000296871","50.34200065889499","false","9606.ENSP00000296871","P04141",,"2.7848544825161453E27"
"63","stringdb:9606.ENSP00000248553","441.21523685516263","0.06245523563959318","48.0","0.06206878274679184","8.076709747314453","25.458333333333332","9606.ENSP00000248553","28.196895712274703","false","9606.ENSP00000248553","Q9UC36",,"1.266820556955085E27"
"64","stringdb:9606.ENSP00000389948","5.698312660446404","0.05966064586754242","13.0","0.0016323244199156761","5.727384567260742","10.76923076923077","9606.ENSP00000389948","11.666666666666666","false","9606.ENSP00000389948","Q969T7",,"8.76156356357698E23"
"65","stringdb:9606.ENSP00000365858","101.1079421963844","0.06178262717868783","27.0","0.03411974012851715","7.191716194152832","13.851851851851851","9606.ENSP00000365858","14.485925306577483","false","9606.ENSP00000365858","P15976",,"3.828072019525021E26"
"66","stringdb:9606.ENSP00000416293","200.90760194349576","0.062339147841006574","42.0","0.04799269512295723","7.895937442779541","20.19047619047619","9606.ENSP00000416293","22.643874029170934","false","9606.ENSP00000416293","P11166",,"7.573889269355608E26"
"67","stringdb:9606.ENSP00000251849","46.887297840699055","0.06192302229796904","40.0","0.05461135506629944","7.826151371002197","25.9","9606.ENSP00000251849","27.14579335544853","false","9606.ENSP00000251849","P04049",,"9.806963562547332E26"
"68","stringdb:9606.ENSP00000176183","49.88315584218423","0.060885351207931857","12.0","0.008992773480713367","5.553427696228027","4.666666666666667","9606.ENSP00000176183","5.727272727272727","false","9606.ENSP00000176183","A0A0G2JM26",,"2.6592305136139607E25"
"69","stringdb:9606.ENSP00000259206","802.4373662942781","0.061529777025119956","29.0","0.0370384156703949","7.316426753997803","21.448275862068964","9606.ENSP00000259206","22.21428571428571","false","9606.ENSP00000259206","P18510",,"4.511006640752133E26"
"70","stringdb:9606.ENSP00000251968","7.43538743188381","0.06126176759870732","10.0","0.014062919653952122","5.154873371124268","5.4","9606.ENSP00000251968","6.0","false","9606.ENSP00000251968","Q99816",,"6.503088334380059E25"
"71","stringdb:9606.ENSP00000387888","0.0","0.002288329519450801","0.0","7.075116859565911E-13","0.9099831581115723","0.0","9606.ENSP00000387888","0.0","false","9606.ENSP00000387888","Q9Y4X1",,"164603.296875"
"72","stringdb:9606.ENSP00000216962","252.37155422540368","0.06091937962833589","12.0","0.004801922477781773","5.553427696228027","4.833333333333333","9606.ENSP00000216962","6.2932900432900425","false","9606.ENSP00000216962","P11216",,"7.582264944326985E24"
"73","stringdb:9606.ENSP00000372023","215.3919047202491","0.061879080329264834","42.0","0.04249591380357742","7.895937442779541","21.523809523809526","9606.ENSP00000372023","25.995023151079","false","9606.ENSP00000372023","Q9HCQ8",,"5.938312026474084E26"
"74","stringdb:9606.ENSP00000373477","120.61408249014161","0.06148639120011282","20.0","0.016412459313869476","6.626946926116943","9.4","9606.ENSP00000373477","9.951127819548871","false","9606.ENSP00000373477","P22352",,"8.857598004977615E25"
"75","stringdb:9606.ENSP00000003084","312.7745422724376","0.06177387361858883","22.0","0.022808311507105827","6.813037872314453","8.090909090909092","9606.ENSP00000003084","9.561974789915967","false","9606.ENSP00000003084","P13569",,"1.710625423068682E26"
